"MONTHLYVAR","Please don't change this row, otherwise this file may not be valid anymore!"
"Generator Name","DataTypeName","DataTypeID","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"LodiEnergyCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LodiEnergyCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Lone Oak 2 Digester","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lone Oak 2 Digester","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"LongBeach_GT1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LongBeach_GT1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"LongBeach_GT1","VARMarginRatio",13,0,.8661538,.8661538,.8661538,.8661538,.8661538,.8661538,.8661538,.8661538,.8661538,.8661538,.8661538,.8661538
"LongBeach_GT2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LongBeach_GT2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"LongBeach_GT2","VARMarginRatio",13,0,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307
"LongBeach_GT3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LongBeach_GT3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"LongBeach_GT3","VARMarginRatio",13,0,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307
"LongBeach_GT4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LongBeach_GT4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"LongBeach_GT4","VARMarginRatio",13,0,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307,.8692307
"LongviewFibre4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LongviewFibre4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"LongviewFibre6","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LongviewFibre6","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"LongviewFibre7","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LongviewFibre7","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Lordsburg 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lordsburg 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Lordsburg 1","VARMarginRatio",13,0,.9213488,.9213488,.9213488,.9213488,.9213488,.9213488,.9213488,.9213488,.9213488,.9213488,.9213488,.9213488
"Lordsburg 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lordsburg 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Lordsburg 2","VARMarginRatio",13,0,.9213488,.9213488,.9213488,.9213488,.9213488,.9213488,.9213488,.9213488,.9213488,.9213488,.9213488,.9213488
"Los Esteros CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Esteros CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Los Esteros CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Esteros CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Los Esteros CC1c","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Esteros CC1c","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Los Esteros CC1d","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Esteros CC1d","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Los Medanos EC CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Medanos EC CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Los Medanos EC CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Medanos EC CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"LOUISIANA PACIFIC SAMOA","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOUISIANA PACIFIC SAMOA","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Lowe1_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lowe1_1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"LTO2019_CC1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTO2019_CC1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"LTO2019_CC3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTO2019_CC3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"LTO2019_CC4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTO2019_CC4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"LTO2019_CC5","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTO2019_CC5","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Luna CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luna CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Luna CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luna CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Madera Digester Genset 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Madera Digester Genset 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Madera Power Plant","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Madera Power Plant","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Magnolia Anaheim","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Magnolia Anaheim","Derate",3,0,1,1,1,1,1,.92,.92,.92,.92,1,1,1
"Magnolia CC","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Magnolia CC","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Magnolia Cerritos","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Magnolia Cerritos","Derate",3,0,1,1,1,1,1,.92,.92,.92,.92,1,1,1
"Magnolia1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Magnolia1","Derate",3,0,1,1,1,1,1,.94,.94,.94,.94,1,1,1
"Malburg CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Malburg CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Malburg CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Malburg CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mammoth G11BT10","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mammoth G11BT10","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mammoth G21ST15","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mammoth G21ST15","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mammoth G31BT14","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mammoth G31BT14","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Manchief 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manchief 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Manchief 1","VARMarginRatio",13,0,.8703125,.8703125,.8703125,.8703125,.8703125,.8703125,.8703125,.8703125,.8703125,.8703125,.8703125,.8703125
"Manchief 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manchief 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Manchief 2","VARMarginRatio",13,0,.8703125,.8703125,.8703125,.8703125,.8703125,.8703125,.8703125,.8703125,.8703125,.8703125,.8703125,.8703125
"MarchPointCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MarchPointCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Marina Land Fill Gas","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marina Land Fill Gas","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Marion_Inc","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marion_Inc","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mariposa1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mariposa1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mariposa2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mariposa2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mariposa3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mariposa3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mariposa4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mariposa4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MarshLanding1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MarshLanding1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MarshLanding2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MarshLanding2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MarshLanding3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MarshLanding3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MarshLanding4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MarshLanding4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MartinezCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MartinezCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Maxim_Burdett","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maxim_Burdett","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Maxim_Coaldale","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maxim_Coaldale","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Maxim_Taber","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maxim_Taber","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mazeppa_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mazeppa_1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"McClellan 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"McClellan 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"McClellan 1","VARMarginRatio",13,0,.9459459,.9459459,.9459459,.9459459,.9459459,.9459459,.9459459,.9459459,.9459459,.9459459,.9459459,.9459459
"McClure 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"McClure 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"McClure 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"McClure 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"McGinness 4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"McGinness 4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"McGinness Hills 1-1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"McGinness Hills 1-1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"McGinness Hills 1-2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"McGinness Hills 1-2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"McGinness Hills 1-3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"McGinness Hills 1-3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"McGinness Hills 2-1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"McGinness Hills 2-1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"McGinness Hills 2-2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"McGinness Hills 2-2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"McGinness Hills 2-3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"McGinness Hills 2-3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"McGinness Hills 3-1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"McGinness Hills 3-1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"McGinness Hills 3-2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"McGinness Hills 3-2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"McGrathPeaker","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"McGrathPeaker","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"McKittrick_Ltd","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"McKittrick_Ltd","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"McKittrick_Ltd","VARMarginRatio",13,0,.9393684,.9393684,.9393684,.9393684,.9393684,.9393684,.9393684,.9393684,.9393684,.9393684,.9393684,.9393684
"McKittrick1_RP","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"McKittrick1_RP","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"McMahon_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"McMahon_1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"McMahon_2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"McMahon_2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MedicineHat10","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MedicineHat10","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MedicineHat11","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MedicineHat11","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MedicineHat12","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MedicineHat12","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MedicineHat12","VARMarginRatio",13,0,.919598,.919598,.919598,.919598,.919598,.919598,.919598,.919598,.919598,.919598,.919598,.919598
"MedicineHat13","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MedicineHat13","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MedicineHat15","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MedicineHat15","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MedicineHat15","VARMarginRatio",13,0,.671875,.671875,.671875,.671875,.671875,.671875,.671875,.671875,.671875,.671875,.671875,.671875
"MerrittGreen","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MerrittGreen","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mesquite CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesquite CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mesquite CC1a","VARMarginRatio",13,0,.9224806,.9224806,.9224806,.9224806,.9224806,.9224806,.9224806,.9224806,.9224806,.9224806,.9224806,.9224806
"Mesquite CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesquite CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mesquite CC1b","VARMarginRatio",13,0,.9224806,.9224806,.9224806,.9224806,.9224806,.9224806,.9224806,.9224806,.9224806,.9224806,.9224806,.9224806
"Mesquite CC2a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesquite CC2a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mesquite CC2a","VARMarginRatio",13,0,.9539744,.9539744,.9539744,.9539744,.9539744,.9539744,.9539744,.9539744,.9539744,.9539744,.9539744,.9539744
"Mesquite CC2b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesquite CC2b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mesquite CC2b","VARMarginRatio",13,0,.9539744,.9539744,.9539744,.9539744,.9539744,.9539744,.9539744,.9539744,.9539744,.9539744,.9539744,.9539744
"Metcalf CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Metcalf CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Metcalf CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Metcalf CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Metro Wastewater Treatment PlaIC1IC1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Metro Wastewater Treatment PlaIC1IC1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mexicali1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mexicali1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mexicali2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mexicali2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mexicali3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mexicali3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MidwaySunsetA","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MidwaySunsetA","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MidwaySunsetB","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MidwaySunsetB","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MidwaySunsetC","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MidwaySunsetC","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MillcreekPwrGen1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MillcreekPwrGen1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MillcreekPwrGen1","VARMarginRatio",13,0,.8395349,.8395349,.8395349,.8395349,.8395349,.8395349,.8395349,.8395349,.8395349,.8395349,.8395349,.8395349
"MillcreekPwrGen2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MillcreekPwrGen2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MillcreekPwrGen2","VARMarginRatio",13,0,.8209302,.8209302,.8209302,.8209302,.8209302,.8209302,.8209302,.8209302,.8209302,.8209302,.8209302,.8209302
"MintFarmCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MintFarmCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MiraLomaPeaker","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MiraLomaPeaker","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MiramarEnergy1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MiramarEnergy1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MiramarEnergy1","VARMarginRatio",13,0,.94,.94,.94,.94,.94,.94,.94,.94,.94,.94,.94,.94
"MiramarEnergy2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MiramarEnergy2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MiramarEnergy2","VARMarginRatio",13,0,.94,.94,.94,.94,.94,.94,.94,.94,.94,.94,.94,.94
"MLPTAS_7_QFUNTS","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLPTAS_7_QFUNTS","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MM Lopez Energy","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MM Lopez Energy","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MM Tulare","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MM Tulare","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MM West Covina - ST Unit1ST6.5","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MM West Covina - ST Unit1ST6.5","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MM Yolo Power LLC","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MM Yolo Power LLC","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MM_SD_Miramar1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MM_SD_Miramar1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MMC-Escondido-Rpwr","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMC-Escondido-Rpwr","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MN Milliken Genco LLC","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MN Milliken Genco LLC","Derate",3,0,1,1,1,1,1,.94,.94,.94,.94,1,1,1
"Montana_1_G1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montana_1_G1","Derate",3,0,1,1,1,1,1,.95,.95,.95,.95,1,1,1
"Montana_1_G1","VARMarginRatio",13,0,.944206,.944206,.944206,.944206,.944206,.944206,.944206,.944206,.944206,.944206,.944206,.944206
"Montana_2_G2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montana_2_G2","Derate",3,0,1,1,1,1,1,.95,.95,.95,.95,1,1,1
"Montana_2_G2","VARMarginRatio",13,0,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165
"Montana_3_G3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montana_3_G3","Derate",3,0,1,1,1,1,1,.95,.95,.95,.95,1,1,1
"Montana_3_G3","VARMarginRatio",13,0,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165
"Montana_4_G4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montana_4_G4","Derate",3,0,1,1,1,1,1,.95,.95,.95,.95,1,1,1
"Montana_4_G4","VARMarginRatio",13,0,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165,.9072165
"Moss Landing CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moss Landing CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Moss Landing CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moss Landing CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Moss Landing CC2a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moss Landing CC2a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Moss Landing CC2b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moss Landing CC2b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MSQUIT_5_SERDYN1GT625","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSQUIT_5_SERDYN1GT625","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mtnview CC3a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtnview CC3a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mtnview CC3b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtnview CC3b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mtnview CC4a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtnview CC4a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mtnview CC4b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtnview CC4b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MtPosoCogen","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MtPosoCogen","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Mulligan (MUL1)","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mulligan (MUL1)","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Murray GT 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Murray GT 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Murray GT 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Murray GT 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Murray GT 3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Murray GT 3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MuskegG2_2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MuskegG2_2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MustusEnergy","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MustusEnergy","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MWWTP PGS 1 - ENGINES","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWWTP PGS 1 - ENGINES","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"MWWTP PGS 2 - Turbine","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWWTP PGS 2 - Turbine","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Naughton1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naughton1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Naughton2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naughton2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"NealHotSprings1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"NealHotSprings1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"NeboPwrStaCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"NeboPwrStaCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Neil Simpson GT1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neil Simpson GT1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Neil Simpson GT2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neil Simpson GT2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Neil Simpson ST2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neil Simpson ST2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"NevadaCogen CC1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"NevadaCogen CC1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"NevadaCogen CC2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"NevadaCogen CC2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
