"MONTHLYVAR","Please don't change this row, otherwise this file may not be valid anymore!"
"Generator Name","DataTypeName","DataTypeID","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"Blue Spruce 2","VARMarginRatio",13,0,.9233333,.9233333,.9233333,.9233333,.9233333,.9233333,.9233333,.9233333,.9233333,.9233333,.9233333,.9233333
"BlueLake","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"BlueLake","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Bluffview 1CC","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bluffview 1CC","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Blundell1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blundell1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Blundell2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blundell2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Blythe CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blythe CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Blythe CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blythe CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Bonanza","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bonanza","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Bonnybrook (BON1)","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bonnybrook (BON1)","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"BorderPeaker","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"BorderPeaker","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"BottleRock","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"BottleRock","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"BoulderPark1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"BoulderPark1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"BoulderPark2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"BoulderPark2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"BoulderPark3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"BoulderPark3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"BoulderPark4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"BoulderPark4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"BoulderPark5","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"BoulderPark5","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"BoulderPark6","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"BoulderPark6","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Bowerman Power1IC19.6","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bowerman Power1IC19.6","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Brady Hot Springs OEC","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brady Hot Springs OEC","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Brea2CC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brea2CC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Brea2CC-Total","VARMarginRatio",13,0,.86,.86,.86,.86,.86,.86,.86,.86,.86,.86,.86,.86
"Brunswick Agg 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brunswick Agg 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Brush CC1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brush CC1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Brush CC2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brush CC2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Brush CC4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brush CC4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Burlington","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burlington","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Burlington Oil 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burlington Oil 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Burlington Oil 1","VARMarginRatio",13,0,.952381,.952381,.952381,.952381,.952381,.952381,.952381,.952381,.952381,.952381,.952381,.952381
"Burlington Oil 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burlington Oil 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Burlington Oil 2","VARMarginRatio",13,0,.952381,.952381,.952381,.952381,.952381,.952381,.952381,.952381,.952381,.952381,.952381,.952381
"Burney","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burney","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Burney_Forest","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burney_Forest","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"C Lenzie CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"C Lenzie CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"C Lenzie CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"C Lenzie CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"C Lenzie CC2a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"C Lenzie CC2a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"C Lenzie CC2b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"C Lenzie CC2b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CacheCreekLandfill","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CacheCreekLandfill","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Cal Energy Geothermal","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cal Energy Geothermal","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CALGREN-PIXLEY","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CALGREN-PIXLEY","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Calistoga1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Calistoga1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Calistoga2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Calistoga2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CalpineCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CalpineCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Canyon_Pwr1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Canyon_Pwr1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Canyon_Pwr2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Canyon_Pwr2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Canyon_Pwr3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Canyon_Pwr3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Canyon_Pwr4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Canyon_Pwr4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Cargill IC Agg","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cargill IC Agg","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CariboPulpPaper1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CariboPulpPaper1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CariboPulpPaper2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CariboPulpPaper2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CarlsbadEC1-GT1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CarlsbadEC1-GT1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CarlsbadEC1-GT1","VARMarginRatio",13,0,.88,.88,.88,.88,.88,.88,.88,.88,.88,.88,.88,.88
"CarlsbadEC1-GT2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CarlsbadEC1-GT2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CarlsbadEC1-GT3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CarlsbadEC1-GT3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CarlsbadEC1-GT4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CarlsbadEC1-GT4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CarlsbadEC1-GT5","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CarlsbadEC1-GT5","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Carsela1_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carsela1_1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Carson Ice CC","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carson Ice CC","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Carson Ice Peaker","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carson Ice Peaker","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Carson Lakes","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carson Lakes","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CarsonCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CarsonCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CartyGenStaCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CartyGenStaCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Casa Diablo IVST14","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Casa Diablo IVST14","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Cascade CC Phs 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cascade CC Phs 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Cascade CC Phs 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cascade CC Phs 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Castroville QF Aggregate","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Castroville QF Aggregate","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CavalierCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CavalierCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CE Turbo1ST11.5","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CE Turbo1ST11.5","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Celgar_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Celgar_1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Celgar_2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Celgar_2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Center Peaker1GT47.11","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Center Peaker1GT47.11","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CerroPrieto1-5","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CerroPrieto1-5","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CerroPrieto2-1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CerroPrieto2-1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CerroPrieto2-2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CerroPrieto2-2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CerroPrieto3-1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CerroPrieto3-1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CerroPrieto3-2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CerroPrieto3-2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CerroPrieto4-1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CerroPrieto4-1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CerroPrieto4-2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CerroPrieto4-2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CerroPrieto4-3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CerroPrieto4-3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CerroPrieto4-4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CerroPrieto4-4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Ces Dairy Biogas","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces Dairy Biogas","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Chalk_Cliff","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chalk_Cliff","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Channel Islands Power1CC27.5","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Channel Islands Power1CC27.5","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Chehalis CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chehalis CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Chehalis CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chehalis CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Chehalis CC1b","VARMarginRatio",13,0,.9,.9,.9,.9,.9,.9,.9,.9,.9,.9,.9,.9
"Cherokee 4 Coal","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cherokee 4 Coal","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Cherokee CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cherokee CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Cherokee CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cherokee CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Chetwynd_Bio1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chetwynd_Bio1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CHEV.USA_35052_RT","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHEV.USA_35052_RT","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CHEV.USA_35052_RT","VARMarginRatio",13,0,.7214914,.7214914,.7214914,.7214914,.7214914,.7214914,.7214914,.7214914,.7214914,.7214914,.7214914,.7214914
"Cheyenne Prairie 1CC","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cheyenne Prairie 1CC","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Cheyenne Prairie 1CC","VARMarginRatio",13,0,.9,.9,.9,.9,.9,.9,.9,.9,.9,.9,.9,.9
"Cheyenne Prairie 2-1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cheyenne Prairie 2-1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Cheyenne Prairie 2-1","VARMarginRatio",13,0,.7765958,.7765958,.7765958,.7765958,.7765958,.7765958,.7765958,.7765958,.7765958,.7765958,.7765958,.7765958
"CHINO QFS","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHINO QFS","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Chiquita Canyon Landfill Fac1GT8","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chiquita Canyon Landfill Fac1GT8","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Chowchilla2_01","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chowchilla2_01","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Chula_Vista","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chula_Vista","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Cipres1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cipres1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CIPV GT Agg Kings Co 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIPV GT Agg Kings Co 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CIPV IC Agg Solano Co 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIPV IC Agg Solano Co 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CISC GT Agg Multi-Co 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CISC GT Agg Multi-Co 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"City of Sunnyvale Unit 1 and 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"City of Sunnyvale Unit 1 and 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Civic Center CHP","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Civic Center CHP","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark 11","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark 11","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark 12","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark 12","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark 13","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark 13","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark 14","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark 14","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark 15","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark 15","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark 16","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark 16","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark 17","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark 17","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark 18","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark 18","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark 19","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark 19","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark 20","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark 20","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark 21","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark 21","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark 22","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark 22","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark 4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark 4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark CC2a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark CC2a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark CC2a","VARMarginRatio",13,0,.94,.94,.94,.94,.94,.94,.94,.94,.94,.94,.94,.94
"Clark CC2b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark CC2b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark Mountain 3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark Mountain 3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark Mountain 3","VARMarginRatio",13,0,.9333333,.9333333,.9333333,.9333333,.9333333,.9333333,.9333333,.9333333,.9333333,.9333333,.9333333,.9333333
"Clark Mountain 4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clark Mountain 4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clark Mountain 4","VARMarginRatio",13,0,.9333333,.9333333,.9333333,.9333333,.9333333,.9333333,.9333333,.9333333,.9333333,.9333333,.9333333,.9333333
"ClearwaterCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ClearwaterCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"ClearwaterCC-Total","VARMarginRatio",13,0,.86,.86,.86,.86,.86,.86,.86,.86,.86,.86,.86,.86
"ClearwaterPaper3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ClearwaterPaper3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"ClearwaterPaper4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ClearwaterPaper4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Clover Flat Land Fill Gas","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clover Flat Land Fill Gas","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Cloverbar_GT1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cloverbar_GT1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Cloverbar_GT1","VARMarginRatio",13,0,.9375,.9375,.9375,.9375,.9375,.9375,.9375,.9375,.9375,.9375,.9375,.9375
"Cloverbar_GT2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cloverbar_GT2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Cloverbar_GT3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cloverbar_GT3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CLTNCTRY_25302_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLTNCTRY_25302_1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CLTNCTRY_25302_1","VARMarginRatio",13,0,.8771186,.8771186,.8771186,.8771186,.8771186,.8771186,.8771186,.8771186,.8771186,.8771186,.8771186,.8771186
"CMH Unit 17 Gas","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMH Unit 17 Gas","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CMH Unit 17 Gas","VARMarginRatio",13,0,.9431818,.9431818,.9431818,.9431818,.9431818,.9431818,.9431818,.9431818,.9431818,.9431818,.9431818,.9431818
"CMH_3_3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMH_3_3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Coachella 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coachella 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Coachella 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coachella 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Coachella 3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coachella 3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Coachella 4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coachella 4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Coaldale (COD1)","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coaldale (COD1)","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Coalinga_25D1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coalinga_25D1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Coffin Butte Agg","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coffin Butte Agg","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Cold Canyon","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cold Canyon","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Collins_Pine","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collins_Pine","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Colstrip_3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colstrip_3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Colstrip_4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colstrip_4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Colstrip_Energy","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colstrip_Energy","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Columbia Ridge Landfill Agg","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Columbia Ridge Landfill Agg","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Columbia2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Columbia2","Derate",3,0,1,1,1,1,1,.99,.99,.99,.99,1,1,1
"Colusa CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Colusa CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Comanche 3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Comanche 3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Conifex_Green","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Conifex_Green","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"CONTROL QFS","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONTROL QFS","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Coolidge 01","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
